Year,Category,Round,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
2018,Non-lottery Players,Round4,32,MEM,Jevon Carter,West Virginia,2,89,1331,403,164,134,0.354,0.365,0.825,15,4.5,1.8,1.5,1,0.037,-2.1,0
2018,Non-lottery Players,Round4,33,DAL,Jalen Brunson,Villanova,2,130,2613,1144,303,418,0.467,0.352,0.759,20.1,8.8,2.3,3.2,4.9,0.089,-1.3,0.5
2018,Non-lottery Players,Round4,34,ATL,Devonte' Graham,Kansas,2,109,2887,1362,275,592,0.375,0.357,0.81,26.5,12.5,2.5,5.4,3.9,0.064,-0.6,1
2018,Non-lottery Players,Round4,35,ORL,Melvin Frazier,Tulane,2,25,95,33,9,2,0.342,0.308,0.375,3.8,1.3,0.4,0.1,-0.1,-0.06,-9.1,-0.2
2018,Non-lottery Players,Round4,36,NYK,Mitchell Robinson,,2,127,2772,1075,851,73,0.72,,0.583,21.8,8.5,6.7,0.6,12.9,0.223,2.7,3.3
2018,Non-lottery Players,Round4,37,SAC,Gary Trent,Duke,2,68,1170,446,99,55,0.413,0.374,0.767,17.2,6.6,1.5,0.8,1.4,0.056,-2,0
2018,Non-lottery Players,Round4,38,PHI,Khyri Thomas,Creighton,2,34,256,78,21,11,0.314,0.306,0.6,7.5,2.3,0.6,0.3,0,-0.005,-5.7,-0.2
2018,Non-lottery Players,Round4,39,PHI,Isaac Bonga,,2,80,1145,285,208,76,0.465,0.349,0.772,14.3,3.6,2.6,1,1.6,0.066,-2.7,-0.2
2018,Non-lottery Players,Round4,40,BRK,Rodions Kurucs,,2,102,1795,696,343,85,0.449,0.333,0.742,17.6,6.8,3.4,0.8,2.1,0.056,-2.7,-0.3
2018,Non-lottery Players,Round5,41,ORL,Jarred Vanderbilt,Kentucky,2,28,115,36,32,5,0.519,0,0.667,4.1,1.3,1.1,0.2,0,0.014,-4.9,-0.1
2018,Non-lottery Players,Round5,42,DET,Bruce Brown,Miami (FL),2,132,3083,836,459,321,0.424,0.302,0.743,23.4,6.3,3.5,2.4,3.6,0.056,-2.2,-0.2
2018,Non-lottery Players,Round5,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,
2018,Non-lottery Players,Round5,44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,
2018,Non-lottery Players,Round5,45,BRK,Hamidou Diallo,Kentucky,2,89,1225,423,219,39,0.453,0.186,0.615,13.8,4.8,2.5,0.4,1,0.038,-4.6,-0.8
2018,Non-lottery Players,Round5,46,HOU,De'Anthony Melton,USC,2,102,1995,670,327,316,0.407,0.311,0.806,19.6,6.6,3.2,3.1,1.8,0.044,-1.2,0.4
2018,Non-lottery Players,Round5,47,LAL,Sviatoslav Mykhailiuk,Kansas,2,98,1705,637,140,143,0.389,0.385,0.767,17.4,6.5,1.4,1.5,1.5,0.042,-2.7,-0.3
2018,Non-lottery Players,Round5,48,MIN,Keita Bates-Diop,Ohio State,2,69,1168,409,195,47,0.426,0.301,0.691,16.9,5.9,2.8,0.7,1.4,0.06,-1.9,0
2018,Non-lottery Players,Round5,49,SAS,Chimezie Metu,USC,2,45,218,97,62,19,0.419,0,0.76,4.8,2.2,1.4,0.4,-0.1,-0.012,-4.8,-0.2
2018,Non-lottery Players,Round5,50,IND,Alize Johnson,Missouri State,2,27,118,31,37,3,0.355,0.5,0.571,4.4,1.1,1.4,0.1,0.1,0.047,-6.4,-0.1
2018,Non-lottery Players,Round6,51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,
2018,Non-lottery Players,Round6,52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,0.25,0.25,,8,1.5,1,0,0,-0.014,-6.4,0
2018,Non-lottery Players,Round6,53,OKC,Devon Hall,Virginia,1,5,20,5,1,3,0.2,0,0.75,4,1,0.2,0.6,0,-0.064,-9.7,0
2018,Non-lottery Players,Round6,54,DAL,Shake Milton,SMU,2,52,879,390,103,89,0.467,0.413,0.759,16.9,7.5,2,1.7,2,0.111,-1.2,0.2
2018,Non-lottery Players,Round6,55,CHO,Arnoldas Kulboka,,,,,,,,,,,,,,,,,,
2018,Non-lottery Players,Round6,56,PHI,Ray Spalding,Louisville,1,14,148,54,48,5,0.532,0,0.333,10.6,3.9,3.4,0.4,0.2,0.051,-5.1,-0.1
2018,Non-lottery Players,Round6,57,OKC,Kevin Hervey,UT Arlington,1,7,19,2,2,1,0.091,0,,2.7,0.3,0.3,0.1,-0.2,-0.471,-19.9,-0.1
2018,Non-lottery Players,Round6,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,0.538,0.429,0.5,3.3,1.6,0.4,0.5,0.1,0.162,1.2,0
2018,Non-lottery Players,Round6,59,PHO,George King,Colorado,1,1,6,0,1,0,,,,6,0,1,0,0,-0.001,-7.9,0
2018,Non-lottery Players,Round6,60,PHI,Kostas Antetokounmpo,Dayton,2,5,16,2,2,1,0,,0.5,3.2,0.4,0.4,0.2,0,-0.127,-7.4,0
